"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: listSize","Param: listType","Param: maxItems"
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,6520.616143,1152.450034,"us/op",100000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,7878.149816,3185.938313,"us/op",100000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,7414.660916,1806.253372,"us/op",100000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,6832.898218,1517.109059,"us/op",100000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,8621.175286,3238.018484,"us/op",100000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,10487.108179,4303.417409,"us/op",100000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,8701.871861,924.150425,"us/op",100000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,9604.462885,3660.522852,"us/op",100000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,9069.389647,841.695892,"us/op",100000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,10170.379519,2987.770985,"us/op",100000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,11041.969817,2589.922836,"us/op",1000000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,10656.940173,574.973888,"us/op",1000000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,10430.042844,2459.405172,"us/op",1000000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,12373.298389,1470.424397,"us/op",1000000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,13282.858919,2540.390955,"us/op",1000000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,85660.116747,5535.133995,"us/op",1000000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,84728.092798,6709.634874,"us/op",1000000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,83651.655232,1677.560001,"us/op",1000000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,89163.153253,15025.065043,"us/op",1000000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,89403.997131,12407.036924,"us/op",1000000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,91818.551094,14193.401025,"us/op",1000000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,90001.810958,12518.023677,"us/op",1000000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,91543.884949,20010.797472,"us/op",1000000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,87014.581946,4482.409980,"us/op",1000000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,91577.215556,13294.337702,"us/op",1000000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,1.316061,0.062227,"us/op",100,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,2.272806,0.094602,"us/op",100,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,3.483517,0.097330,"us/op",100,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,10.659011,0.281607,"us/op",100,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,10.646936,0.195078,"us/op",100,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,1.221143,0.103037,"us/op",100,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,1.960907,0.046242,"us/op",100,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,3.084003,0.076972,"us/op",100,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,10.023160,0.169454,"us/op",100,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,10.558889,0.977487,"us/op",100,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,2.075101,0.038808,"us/op",100,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,3.044752,0.067818,"us/op",100,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,3.403511,0.109812,"us/op",100,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,1.965455,0.197460,"us/op",100,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,2.154595,0.092104,"us/op",100,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,12.218138,0.446704,"us/op",1000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,14.063718,1.269986,"us/op",1000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,16.169714,3.004354,"us/op",1000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,59.762078,1.539476,"us/op",1000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,104.357240,1.100704,"us/op",1000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,9.112187,0.324953,"us/op",1000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,10.219314,0.229875,"us/op",1000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,12.092482,1.078571,"us/op",1000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,52.115043,0.649138,"us/op",1000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,99.712051,1.826189,"us/op",1000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,22.237766,0.680074,"us/op",1000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,33.051114,0.300241,"us/op",1000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,37.381491,0.313417,"us/op",1000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,54.279315,1.618765,"us/op",1000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,63.081567,1.513635,"us/op",1000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,167.918587,15.606364,"us/op",10000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,166.302607,11.566438,"us/op",10000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,174.737735,25.114485,"us/op",10000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,226.110731,13.473054,"us/op",10000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,394.660979,44.774704,"us/op",10000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,173.934275,5.003033,"us/op",10000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,171.840691,5.231060,"us/op",10000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,175.928925,8.606054,"us/op",10000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,241.756895,13.010019,"us/op",10000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,377.564504,5.439258,"us/op",10000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,259.362655,12.668946,"us/op",10000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,381.671187,55.918391,"us/op",10000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,435.339799,95.015083,"us/op",10000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,636.498281,64.716528,"us/op",10000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,780.533788,20.002018,"us/op",10000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,5290.486229,89.867088,"us/op",100000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,5318.656831,192.327860,"us/op",100000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,5289.739662,62.738785,"us/op",100000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,5251.413704,212.623820,"us/op",100000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,5772.744675,631.300381,"us/op",100000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,4072.207150,735.014599,"us/op",100000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,4461.785596,832.055725,"us/op",100000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,4401.157083,677.808350,"us/op",100000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,4806.338467,876.100403,"us/op",100000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,4596.371727,798.068146,"us/op",100000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,7485.701984,72.636390,"us/op",100000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,9351.370074,461.859924,"us/op",100000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,9542.147757,2182.544709,"us/op",100000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,11086.121101,885.880518,"us/op",100000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,12003.070658,1876.267095,"us/op",100000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,61563.719978,2590.864992,"us/op",1000000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,60506.702222,1239.364707,"us/op",1000000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,63623.172344,4276.155134,"us/op",1000000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,61284.761926,8843.467972,"us/op",1000000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,71564.893170,4808.717049,"us/op",1000000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,87809.186663,5442.616513,"us/op",1000000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,85676.673343,1703.536521,"us/op",1000000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,86770.253425,3359.800761,"us/op",1000000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,89113.196652,6811.503042,"us/op",1000000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,86403.311416,2846.065973,"us/op",1000000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,61332.483047,3210.977460,"us/op",1000000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,73489.455502,3435.107399,"us/op",1000000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,80596.509722,3711.310020,"us/op",1000000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,95631.320665,3079.353536,"us/op",1000000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortStream","avgt",1,9,110487.917692,4146.067495,"us/op",1000000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,67.000176,1.527979,"us/op",100,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,86.037689,1.928652,"us/op",100,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,100.151580,1.237439,"us/op",100,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,98.967595,1.741616,"us/op",100,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,99.306631,1.377541,"us/op",100,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,69.487581,1.401465,"us/op",100,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,86.692978,2.546598,"us/op",100,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,99.341555,1.281439,"us/op",100,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,100.299438,1.313267,"us/op",100,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,99.882372,1.469654,"us/op",100,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,57.435939,1.738367,"us/op",100,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,76.134028,1.118314,"us/op",100,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,81.223416,1.318441,"us/op",100,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,81.825333,1.531145,"us/op",100,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,82.387412,3.078247,"us/op",100,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,264.604839,16.131096,"us/op",1000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,300.948732,11.468985,"us/op",1000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,307.229161,5.135260,"us/op",1000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,319.791684,9.309300,"us/op",1000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,317.013450,7.635894,"us/op",1000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,270.939660,5.721239,"us/op",1000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,299.637883,8.425144,"us/op",1000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,313.157325,15.677061,"us/op",1000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,322.151428,6.939043,"us/op",1000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,319.604574,6.843232,"us/op",1000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,125.550425,5.526874,"us/op",1000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,159.029192,5.021993,"us/op",1000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,169.158446,4.440795,"us/op",1000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,171.899902,10.012377,"us/op",1000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,170.422124,6.405486,"us/op",1000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,1728.804647,76.025326,"us/op",10000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,1677.188056,122.843672,"us/op",10000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,1770.275919,49.152926,"us/op",10000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,1800.961165,95.200568,"us/op",10000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,1831.575630,83.102224,"us/op",10000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,1969.868086,247.196986,"us/op",10000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,2194.384566,84.883212,"us/op",10000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,2115.868312,283.647007,"us/op",10000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,2141.054313,115.002179,"us/op",10000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,2165.649736,112.358967,"us/op",10000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,937.665895,306.902675,"us/op",10000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,1051.786575,179.088776,"us/op",10000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,998.249917,151.130838,"us/op",10000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,1087.127674,224.636313,"us/op",10000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,1073.828482,267.127889,"us/op",10000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,9044.495186,844.910774,"us/op",100000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,9567.258830,858.125040,"us/op",100000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,10144.987314,2083.354001,"us/op",100000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,9060.163398,637.069527,"us/op",100000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,8939.473106,1440.062295,"us/op",100000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,13403.374876,2093.299041,"us/op",100000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,17527.610645,2431.584960,"us/op",100000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,18332.222157,2241.322377,"us/op",100000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,17901.504299,2276.070240,"us/op",100000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,16347.718637,6292.101204,"us/op",100000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,10408.571240,1595.212048,"us/op",100000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,14668.434188,892.784926,"us/op",100000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,15199.896861,1742.520515,"us/op",100000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,15084.850344,301.047228,"us/op",100000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,15191.038538,1172.248497,"us/op",100000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,101815.449238,7643.171125,"us/op",1000000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,104204.872659,4482.057187,"us/op",1000000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,111612.109260,7022.328123,"us/op",1000000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,106564.912579,8871.736390,"us/op",1000000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,101287.196393,4809.164519,"us/op",1000000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,208721.515275,39696.423420,"us/op",1000000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,193049.181942,22272.648056,"us/op",1000000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,204003.696698,35564.168271,"us/op",1000000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,200489.338343,24321.103966,"us/op",1000000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,206568.130362,22504.186010,"us/op",1000000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,108896.231630,16478.233708,"us/op",1000000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,110031.932149,24062.401049,"us/op",1000000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,112590.443922,18836.304672,"us/op",1000000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,113507.590863,29418.313975,"us/op",1000000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamParallelSort","avgt",1,9,116236.214661,28368.187613,"us/op",1000000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,11.597780,1.587459,"us/op",100,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,10.917538,0.267483,"us/op",100,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,10.997351,0.066725,"us/op",100,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,12.147804,0.173336,"us/op",100,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,12.046964,0.194123,"us/op",100,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,10.703171,0.142284,"us/op",100,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,10.748048,0.196625,"us/op",100,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,10.986479,0.311790,"us/op",100,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,12.220146,0.197361,"us/op",100,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,12.048600,0.133635,"us/op",100,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2.628854,0.090087,"us/op",100,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2.630090,0.224234,"us/op",100,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2.493868,0.147113,"us/op",100,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,3.682045,0.124024,"us/op",100,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,3.650291,0.050650,"us/op",100,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,161.986020,1.690226,"us/op",1000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,166.204414,7.374522,"us/op",1000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,168.661398,7.915205,"us/op",1000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,167.654715,5.148200,"us/op",1000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,167.471588,4.082838,"us/op",1000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,161.834807,6.119498,"us/op",1000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,161.146217,4.032091,"us/op",1000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,158.442779,2.113720,"us/op",1000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,161.719225,2.590801,"us/op",1000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,166.472997,5.287390,"us/op",1000,LinkedListShuffled,250
