"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: listSize","Param: listType","Param: maxItems"
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,55481.681521,11832.604665,"us/op",100000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,60759.637961,1716.978198,"us/op",100000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,59762.877404,1265.071669,"us/op",100000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,54930.320872,6532.921384,"us/op",100000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,53777.723627,15565.987682,"us/op",100000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,59113.399632,7802.960853,"us/op",100000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,56067.616073,11626.691295,"us/op",100000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,59207.187962,14442.724205,"us/op",100000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,56112.926899,14720.312595,"us/op",100000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,11888.489184,2601.306728,"us/op",100000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,12373.303553,3163.950527,"us/op",100000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,13576.395694,4812.118882,"us/op",100000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,11862.088286,3285.150879,"us/op",100000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,12583.700773,3122.625622,"us/op",100000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,601439.795889,7936.698808,"us/op",1000000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,603848.625728,35766.662362,"us/op",1000000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,606692.034025,19078.572908,"us/op",1000000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,605069.105753,17921.331324,"us/op",1000000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,582289.942111,18274.545124,"us/op",1000000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,768792.615632,41881.050733,"us/op",1000000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,756073.869349,20680.338958,"us/op",1000000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,764910.128190,14695.743860,"us/op",1000000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,750200.332857,37860.029509,"us/op",1000000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,757592.317868,53110.124738,"us/op",1000000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,149366.758317,1565.191487,"us/op",1000000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,149242.226815,1269.009005,"us/op",1000000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,155787.105348,12578.917266,"us/op",1000000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,150982.957670,3250.507411,"us/op",1000000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.collectionsSort","avgt",1,9,149806.743875,3094.338422,"us/op",1000000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,1.411324,0.177174,"us/op",100,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,2.110167,0.056525,"us/op",100,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,3.085530,0.087077,"us/op",100,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,10.585035,0.483483,"us/op",100,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,10.606813,0.347437,"us/op",100,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,1.186442,0.030506,"us/op",100,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,1.911061,0.082950,"us/op",100,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,2.895061,0.091902,"us/op",100,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,10.436647,0.120647,"us/op",100,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,10.320472,0.324802,"us/op",100,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,1.775518,0.070787,"us/op",100,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,2.373610,0.084607,"us/op",100,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,2.483284,0.112287,"us/op",100,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,2.135403,0.221671,"us/op",100,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,2.244195,0.049165,"us/op",100,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,12.290486,0.439850,"us/op",1000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,15.701815,0.535390,"us/op",1000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,17.948717,0.540051,"us/op",1000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,50.835686,1.307938,"us/op",1000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,93.298395,0.598199,"us/op",1000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,12.637847,0.284906,"us/op",1000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,12.904445,0.472486,"us/op",1000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,15.050432,0.590212,"us/op",1000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,51.710894,0.285641,"us/op",1000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,94.418522,2.543095,"us/op",1000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,20.858706,0.722390,"us/op",1000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,25.820305,1.448697,"us/op",1000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,27.853460,1.101315,"us/op",1000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,38.381686,1.834909,"us/op",1000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,47.157212,0.892059,"us/op",1000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,154.780858,43.670461,"us/op",10000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,140.709965,13.403980,"us/op",10000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,175.240246,37.429335,"us/op",10000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,231.161429,20.238785,"us/op",10000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,329.416368,11.725335,"us/op",10000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,194.378947,34.466680,"us/op",10000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,208.177340,13.420552,"us/op",10000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,190.104724,6.080014,"us/op",10000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,278.322188,19.641035,"us/op",10000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,397.010036,31.626731,"us/op",10000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,240.089223,27.469912,"us/op",10000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,283.711330,10.210866,"us/op",10000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,309.034654,29.816531,"us/op",10000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,443.862287,4.719797,"us/op",10000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,577.586357,21.310840,"us/op",10000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,7439.667893,3466.735968,"us/op",100000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,8198.861106,3032.790558,"us/op",100000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,9038.992224,991.689577,"us/op",100000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,5373.548463,102.369200,"us/op",100000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,6091.134035,109.431680,"us/op",100000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,6225.396927,2912.966059,"us/op",100000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,6655.037811,2407.588955,"us/op",100000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,6492.118358,2378.194160,"us/op",100000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,6711.583556,2596.331779,"us/op",100000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,5072.260484,112.595445,"us/op",100000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,10674.089877,322.363379,"us/op",100000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,10383.519788,2797.973346,"us/op",100000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,9828.262188,2640.876535,"us/op",100000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,10693.660909,91.054311,"us/op",100000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,11330.931567,255.156205,"us/op",100000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,54165.259020,782.191798,"us/op",1000000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,69524.127578,678.267143,"us/op",1000000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,72334.813933,13864.480938,"us/op",1000000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,69324.687792,1198.093240,"us/op",1000000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,69475.996306,1830.888843,"us/op",1000000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,91921.542697,6020.411500,"us/op",1000000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,97966.348852,7641.796632,"us/op",1000000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,103252.434575,3248.120391,"us/op",1000000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,102418.460124,11865.198459,"us/op",1000000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,101400.327794,14367.243652,"us/op",1000000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,59666.109885,3604.300134,"us/op",1000000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,65768.591283,4466.553975,"us/op",1000000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,78039.470172,14421.549788,"us/op",1000000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,89418.839887,3896.074504,"us/op",1000000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSort","avgt",1,9,102158.429741,7077.844052,"us/op",1000000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,32.701548,0.842027,"us/op",100,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,33.776532,1.217795,"us/op",100,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,36.683532,1.593766,"us/op",100,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,51.132975,1.351108,"us/op",100,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,50.532715,0.874718,"us/op",100,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,32.726822,1.221708,"us/op",100,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,35.134702,1.677313,"us/op",100,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,36.427459,1.429813,"us/op",100,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,51.659717,1.333543,"us/op",100,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,50.923509,1.275868,"us/op",100,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,33.598011,0.861153,"us/op",100,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,35.007691,1.574818,"us/op",100,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,36.471570,1.922799,"us/op",100,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,37.008081,0.785831,"us/op",100,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,37.607389,0.938048,"us/op",100,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,63.759070,3.421963,"us/op",1000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,82.097020,1.873909,"us/op",1000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,91.673696,1.791823,"us/op",1000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,148.909641,6.441148,"us/op",1000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,192.501123,7.229686,"us/op",1000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,67.190232,4.384162,"us/op",1000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,84.107962,3.164889,"us/op",1000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,96.185672,2.875693,"us/op",1000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,149.900165,3.847956,"us/op",1000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,192.979809,6.162668,"us/op",1000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,81.064833,6.652136,"us/op",1000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,97.283682,6.556266,"us/op",1000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,98.973190,9.652899,"us/op",1000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,129.145565,6.015475,"us/op",1000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,164.020627,7.102046,"us/op",1000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,154.859969,27.048997,"us/op",10000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,171.389433,31.669306,"us/op",10000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,182.707226,35.847116,"us/op",10000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,581.612594,74.890505,"us/op",10000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,974.566575,64.097471,"us/op",10000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,606.891110,194.019689,"us/op",10000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,669.642480,163.593730,"us/op",10000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,597.575045,129.148673,"us/op",10000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,848.685843,155.997056,"us/op",10000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,886.101187,164.554098,"us/op",10000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,725.677157,176.956812,"us/op",10000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,710.682700,236.717235,"us/op",10000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,716.429843,239.339665,"us/op",10000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,783.196083,260.550706,"us/op",10000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,970.190331,238.212588,"us/op",10000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,1189.245427,84.126275,"us/op",100000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,1198.487995,141.566218,"us/op",100000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,1196.904227,99.033973,"us/op",100000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,1822.585071,162.839257,"us/op",100000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.magicSortParallelStream","avgt",1,9,2720.761343,282.474566,"us/op",100000,ArrayShuffled,250
